role;starting_salary;starting_salary_hr_yr;year_starting_salary;ending_salary 1;ending_salary_hr_yr;Hourly(H)_Permanent(P)_Contingent(C);year_ending_salary;years_experience;gender;ethnicity;degrees_required
Manager;30000;yr;2017;31500;yr;P;2019;;female;poc;MA required PhD preferred
Manager;50000;yr;2019;;N;P;2019;15;female;N;BA
Manager;32000;yr;2016;32000;yr;P;2019;2;female;N;BA
Communications;18000;yr;2004;41000;yr;P;2019;10;female;white;No degree
Curator;36790;yr;2017;38505;yr;P;2019;5;n/a;N;N
Coordinator;15,08;hr;2017;15,08;hr;H;2018;6;female;white;BA
Curator;60000;yr;2017;62000;yr;P;2019;5;male;white;BA
Assistant Director;62500;yr;2017;70000;yr;P;2019;8;female;white;BA
Curator;23000;yr;2010;49500;yr;P;2019;9;n/a;N;BA
Conservator;57000;yr;2019;57000;yr;P;2019;1;female;white;MA
Registrar;12;hr;2018;15;hr;H,P;2019;4;female;white;BA
Registrar;45000;yr;2017;;N;P;;10;female;N;MA
Manager;39000;yr;N;49000;yr;P Full Time;2019;;other;poc;N
Coordinator;35000;yr;2016;36000;yr;P;2019;6;female;N;MA
Curator;41600;yr;2017;41600;yr;C;2019;10;female;white;MA
Registrar;26784;yr;2019;26784;yr;H;2019;2;female;white;BA
Conservator;51500;yr;2014;56400;yr;P;2019;5;female;white;MLIS
Conservator;31000;yr;2014;40000;yr;P;2019;6;male;white;BA required MA preferred
Relations;33000;yr;2018;38000;yr;P;2019;3;female;white;BA
other;12700;yr;2018;;N;H;2018;2;n/a;N;No degree
Registrar;36000;yr;2007;45000;yr;H;2019;14;female;white;BA
Assistant Director;53500;yr;2013;56000;yr;P;2019;8;female;white;BA
Curator;48000;yr;2016;49000;yr;P;2019;11;female;white;BA
Relations;35000;yr;2013;50000;yr;P;2019;10;female;white;BA
Assistant Registrar;17,8;hr;2017;18,9;hr;H;2019;5;female;white;MA
Manager;60000;yr;2018;60000;yr;P;2019;8;female;white;BA
Education;48000;yr;2018;48000;yr;P;2019;5;male;N;MA
Relations;46000;yr;2014;52000;yr;P Full Time;2019;7;female;white;BA
Manager;32500;yr;2017;37000;yr;P;2019;5;female;white;BA
Manager;30000;yr;2011;45000;yr;P;2019;10;female;N;MA
Assistant Curator;34000;yr;2016;35000;yr;C;2019;3;female;white;MA
Registrar;30000;yr;2014;42000;yr;P;2019;6;female;white;MA
Curator;48000;yr;2015;53500;yr;P;2019;12;female;white;MA
Visitor Experience;12;hr;2015;13;hr;H;2019;3;male;white;MA
Assistant;34000;yr;N;34000;yr;H Full Time;2019;;female;white;N
Director;25000;yr;2015;36000;yr;P;2019;5;female;white;No degree
Director;25000;yr;2015;36000;yr;P;2019;5;female;white;No degree
Registrar;16;hr;2018;16;hr;H,P;2019;2;female;white;BA
Assistant Director;60000;yr;2015;65600;yr;P;2019;15;n/a;N;BA
Archivist;43000;yr;2016;45406;yr;H,P;2019;7;n/a;N;N
Director;70000;yr;2016;70000;yr;P;2019;26;female;white;MA
Curator;39900;yr;2013;56400;yr;P;2019;9;female;white;BA required MA preferred
Communications;40000;yr;2017;41000;yr;P;;3;female;white;BA
Curator;49900;yr;2011;57772;yr;P;2019;25;female;white;PhD
Assistant;;;N;13,25;hr;H;;4;n/a;N;N
Curator;32000;yr;2014;33800;yr;P;2019;6;n/a;N;MA
Assistant Curator;48000;yr;2014;53000;yr;P;2019;10;female;white;BA required MA preferred
Curator;40000;yr;2010;55000;yr;P;2019;10;female;white;No degree
Librarian;45000;yr;2016;60500;yr;P;2019;4;female;N;MLIS
Relations;60000;yr;2018;60000;yr;P;2019;10;n/a;N;N
Registrar;44000;yr;2019;N;yr;H,P;2019;11;female;latino;BA
Conservator;60000;yr;2003;93000;yr;P;2019;26;female;white;MA
Registrar;40000;yr;2013;47000;yr;P;2019;7;female;N;MA
Conservator;36500;yr;2014;38800;yr;P;2018;4;male;white;BA required MA preferred
Coordinator;24336;yr;2014;45760;yr;H,C;2019;12;female;white;MA
Manager;31000;yr;2015;36000;yr;P;2019;8;male;white;MA
Designer;33000;yr;2006;56500;yr;P;2019;35;n/a;white;BA
other;16000;yr;2018;24000;yr;C;2019;3;female;white;MA
Manager;60000;yr;2016;66250;yr;P;2019;12;female;white;MA
Director;45000;yr;2013;47000;yr;n/a;2019;13;female;latino;PhD
Education;15,25;hr;N;;N;H;2019;;n/a;N;BA
Registrar;15,25;hr;N;;N;H;2019;;n/a;N;BA
Archivist;59999;yr;2016;61000;yr;P;2019;3;female;latino;MLIS
Assistant Curator;63000;yr;2018;63000;yr;n/a;2019;13;n/a;N;PhD
Curator;47500;yr;2019;;N;n/a;2019;5;female;mixed;PhD
Technical;35000;yr;2019;35000;yr;P;2019;3;female;white;BA
Photographer;15;hr;2018;18;hr;H;2019;17;female;white;BA
Director;125000;yr;2018;125000;yr;P;2019;15;male;white;N
Assistant;14;hr;2018;14,43;hr;H,P;2019;7;n/a;N;N
Assistant Curator;55000;yr;N;60000;yr;n/a;2019;;female;N;N
Coordinator;31000;yr;2017;32000;yr;P;2019;6;female;white;BA
Curator;55000;yr;2010;66000;yr;P;2019;19;male;white;MA
Technical;11000;yr;2013;11000;yr;C;2018;15;n/a;N;N
Manager;30000;yr;2012;41000;yr;P;2018;6;female;white;BA
Curator;28500;yr;2010;39700;yr;P;2017;12;male;white;MA
Coordinator;7,25;hr;2016;8;hr;H;2019;0;female;white;MA
Manager;38000;yr;N;38000;yr;P;2015;;n/a;N;N
Assistant Curator;36500;yr;2013;37500;yr;P;2015;6;female;white;BA required MA preferred
Manager;20,6;hr;2016;21,93;hr;H;2019;10;female;white;MA
Gallery Assistant;42000;yr;2019;42000;yr;P;2019;5;female;white;BA
Intern;15;hr;2018;15;hr;H;2019;3;female;white;N
Assistant Director;41500;yr;2013;52364;yr;P;2019;17;male;mixed;MA
Assistant;48000;yr;2016;51000;yr;P;2019;2;female;white;BA
Archivist;15;hr;2019;15;hr;H Full Time;2019;2;female;white;BA required MA preferred
Editor;43500;yr;2018;;N;P;;;n/a;N;N
Curator;26289;yr;2013;61540;yr;P;2019;10;female;white;MA
Director;55000;yr;2014;60565;yr;P;2019;30;n/a;N;MA
Assistant Curator;50000;yr;2013;;N;n/a;2015;5;female;white;MA
Director;90000;yr;2018;90000;yr;P;2019;20;female;white;MA
Coordinator;49000;yr;2014;58500;yr;P;2019;15;female;white;BA
Curator;63500;yr;2019;63500;yr;P;2019;8;male;white;PhD
Curator;52000;yr;2018;;N;P;2019;n/a;n/a;N;PhD
Assistant;47000;yr;2017;51000;yr;H;2019;5;female;white;BA
Registrar;37000;yr;2017;39000;yr;H;2019;15;n/a;N;N
Manager;58000;yr;2017;60000;yr;P;2019;6;female;white;BA required MA preferred
Assistant Director;52000;yr;2017;54000;yr;H;2019;6;n/a;N;MA
Assistant Curator;22;hr;N;22;hr;H Full Time;2019;;female;white;N
Communications;32000;yr;2012;38000;yr;H;2019;6;male;white;BA required MA preferred
Assistant Curator;27500;yr;2016;37500;yr;n/a;2019;7;female;N;N
Coordinator;47840;yr;2016;48880;yr;H Full Time;2019;8;female;N;No degree
Coordinator;40000;yr;2016;42000;yr;P;2019;20;female;white;BA
Coordinator;12;hr;2017;12,75;hr;H,C;2019;2;female;white;N
Conservator;80000;yr;2014;81000;yr;P;2019;15;female;N;MA
Security;32000;yr;2017;32000;yr;C;2019;5;female;white;BA
Assistant Curator;32000;yr;2014;48000;yr;P;2010;10;female;N;BA required MA preferred
Communications;40000;yr;2011;47000;yr;P;2019;16;female;white;BA required MA preferred
Academic;55000;yr;2018;55000;yr;C;2019;;female;N;PhD
Technical;85000;yr;2017;89000;yr;P;2019;7;female;asian;BA
Educator;48050;yr;2015;52100;yr;P;2019;7;male;white;MA
Archivist;35000;yr;2018;35000;yr;C;2019;2;n/a;N;MA
Registrar;40900;yr;2015;43928;yr;H Full Time;2019;26;n/a;N;MA
Registrar;42600;yr;2017;43878;yr;P;2019;11;female;white;N
Coordinator;31600;yr;2017;32223;yr;n/a;2019;3;female;latino;BA
Registrar;38000;yr;2018;38000;yr;H,P;2019;7;n/a;N;N
Registrar;18000;yr;1990;73400;yr;P;2019;;n/a;N;N
Assistant Curator;8,5;hr;2012;8,5;hr;H;2016;4;female;white;BA
Director;52000;yr;2015;58500;yr;P;2019;20;n/a;N;MA required PhD preferred
Manager;23337;yr;2010;36961;yr;P;2019;11;female;white;BA required MA preferred
Director;72000;yr;2016;75000;yr;P;2019;5;female;white;MA required PhD preferred
Director;28500;yr;2017;28500;yr;C;2019;6;female;white;MA
Director;60000;yr;2018;61200;yr;P;2019;6;female;asian;MA
Communications;25;hr;2018;26;hr;C;2019;3;female;white;BA
Assistant Curator;38000;yr;2007;61000;yr;P;2019;14;female;white;BA required MA preferred
Curator;36000;yr;2009;49000;yr;P;2019;18;female;white;MA
Curator;60000;yr;2013;70000;yr;P;2019;2;female;white;PhD
Manager;39300;yr;2015;46121;yr;P;2019;6;female;white;BA
Curator;47000;yr;2016;53000;yr;P;2019;6;n/a;N;MA
Assistant Curator;77000;yr;N;77000;yr;P;2017;;female;N;N
Sales;28000;yr;N;58500;yr;P;2019;13;female;white;N
Coordinator;42000;yr;2019;42000;yr;P;;3;female;white;BA
other;33000;yr;2016;41000;yr;P;2019;4;female;white;BA required MA preferred
other;33000;yr;N;41000;yr;P;2019;4;female;white;BA required MA preferred
Curator;40000;yr;N;40000;yr;C;2019;;male;N;N
Assistant Curator;36000;yr;N;68000;yr;P;2019;;female;white;MA
Photographer;73000;yr;2018;73000;yr;H;2019;5;male;N;BA
Director;90000;yr;2018;90000;yr;P;2019;10;female;latino;N
Conservator;45000;yr;2019;;N;P;2019;4;female;N;MA
Curator;26000;yr;2013;52000;yr;P;2019;8;male;white;MA
other;;;2017;38730;yr;H Full Time;2019;6;female;white;BA
Director;40000;yr;2018;40000;yr;P;2019;5;n/a;N;MA
Director;40000;yr;2018;40000;yr;P;2019;5;n/a;N;MA
Coordinator;30000;yr;2018;30000;yr;H;2019;9;female;white;MA
Coordinator;20;hr;2012;23,68;hr;H,P;;8;female;N;BA required MA preferred
Registrar;52000;yr;2018;58000;yr;n/a;2019;11;n/a;N;N
Archivist;30000;yr;2013;39000;yr;P;2019;6;female;white;MLIS
Archivist;30000;yr;2013;39000;yr;P;2019;6;female;white;MLIS
Manager;24,5;hr;2018;24,5;hr;P;2019;5;n/a;N;BA required MA preferred
Visitor Experience;20;hr;2015;20,66;hr;H,P;2019;10;female;white;BA
Curator;31000;yr;2018;37000;yr;H;2019;2;female;white;BA required MA preferred
Registrar;;;N;;N;H;2019;3;other;white;BA
Coordinator;38000;yr;2017;38000;yr;P;2019;2;female;white;BA
Manager;30;hr;2017;30;hr;H Part Time casual;2019;2;female;white;BA
Director;53000;yr;2017;70000;yr;n/a;2019;10;n/a;N;N
Director;30000;yr;2015;41000;yr;C;2018;5;other;white;N
Director;50000;yr;2016;55500;yr;P;2019;5;male;white;BA required MA preferred
Coordinator;15,25;hr;2018;15,7;hr;H;2019;7;female;white;BA required MA preferred
Manager;65000;yr;2014;81582;yr;P;2019;15;female;N;MA
Manager;48000;yr;2016;52000;yr;P;2019;6;female;white;BA
Manager;40000;yr;2016;47500;yr;P;2019;5;female;white;MA
Registrar;75000;yr;2018;75000;yr;P;2019;22;female;N;MA
Communications;43500;yr;2017;45000;yr;P Full Time;2019;8;female;white;N
Manager;15;hr;2015;24;hr;H;2019;4;other;white;BA
Curator;49920;yr;2019;49920;yr;C;2019;4;female;latino;MA
Manager;40014;yr;2017;41215;yr;C;2019;5;female;white;MA
Assistant Curator;45000;yr;2018;45000;yr;C;2019;3;female;white;MA
Director;110000;yr;2018;110000;yr;n/a;2019;5;n/a;N;N
Curator;75000;yr;2017;79000;yr;P;2019;10;n/a;N;N
Director;36000;yr;2015;48000;yr;C;2019;5;female;white;BA
Director;35000;yr;2015;52000;yr;P;2019;6;female;white;BA
Assistant;43000;yr;2017;44500;yr;H;2019;3;female;white;BA required MA preferred
Assistant Registrar;32000;yr;2015;32000;yr;H,P;2019;8;female;poc;MA
Technical;65000;yr;2011;76000;yr;P;2019;20;male;white;BA
Curator;;;N;89478;yr;P;2019;30;male;white;N
Curator;63752;yr;2018;63752;yr;P;2019;6;female;white;MA
Manager;22000;yr;2017;26000;yr;H;2019;3;female;white;N
Sales;48000;yr;2018;48000;yr;P;2019;2;female;latino;BA
Registrar;28470;yr;2018;28470;yr;H;2019;2;female;white;BA
Manager;16;hr;2013;16;hr;H;2015;5;female;N;BA
Coordinator;50000;yr;2017;52000;yr;P;2019;;male;white;N
Coordinator;50000;yr;2017;59670;yr;P;2019;6;female;white;N
Designer;50000;yr;2017;59670;yr;P;2019;5;female;white;N
Assistant Director;70000;yr;2019;70000;yr;P;2019;8;female;mixed;N
Manager;68000;yr;2017;70000;yr;n/a;2019;3;n/a;N;BA
Coordinator;43000;yr;2012;43000;yr;C;2015;;n/a;N;N
Manager;60000;yr;2014;60000;yr;n/a;2015;;n/a;N;N
Coordinator;43000;yr;N;52000;yr;P;2019;;female;white;N
Coordinator;58500;yr;2018;58500;yr;P;2019;3;n/a;N;MA
Director;50000;yr;N;60000;yr;P;2017;30;male;white;PhD
Director;50000;yr;N;60000;yr;P;2017;30;male;white;PhD
Teacher;50;hr;2015;50;hr;H;;6;female;white;MA
Director;20000;yr;2014;20000;yr;P;2018;;female;N;N
Visitor Experience;14,5;hr;N;12,5;hr;H;2019;5;female;white;HS
Education;30000;yr;2017;32000;yr;P;2019;6;female;white;BA
Assistant Manager;29120;yr;2018;29120;yr;H;2019;5;female;white;N
Registrar;55000;yr;2014;60000;yr;P;2019;15;male;white;BA
Registrar;13;hr;2017;14;hr;H;2019;5;female;white;BA
Registrar;12;hr;2017;12;hr;H,C;2019;4;n/a;N;No degree
Relations;32000;yr;N;32000;yr;P;2013;5;female;white;MA
Educator;45000;yr;2017;45650;yr;P;2019;6;female;white;BA required MA preferred
Education;41000;yr;2015;41000;yr;P;2017;4;female;asian;MA
Curator;45000;yr;2015;45000;yr;P;2016;10;female;white;N
Manager;38000;yr;N;;N;n/a;2019;;n/a;N;N
Assistant;40000;yr;2015;40000;yr;P;2016;8;n/a;N;N
Designer;71000;yr;2019;71000;yr;n/a;2019;10;male;asian;BA
Registrar;60000;yr;2016;66950;yr;P;2019;;n/a;N;N
Manager;41000;yr;2013;65000;yr;n/a;;10;n/a;N;BA
Curator;45000;yr;N;45000;yr;C;;;n/a;N;N
Assistant;34000;yr;N;41000;yr;P;2019;5;female;N;N
Education;110;hr;2017;110;hr;H;2019;9;female;white;None required MA preferred
Communications;20;hr;2014;25;hr;H;2016;;female;N;N
Manager;60000;yr;N;61500;yr;P;2019;;female;white;N
Manager;36000;yr;N;61500;yr;P;2019;;male;N;N
Designer;45000;yr;N;56000;yr;C;;;female;N;BA
Assistant Curator;54000;yr;N;55525;yr;P;2014;5;female;white;MA
Research;44000;yr;2014;49000;yr;P;2016;;female;white;N
Coordinator;42000;yr;2012;44000;yr;P;2014;;female;white;N
other;38000;yr;2017;39000;yr;P;2019;;male;white;N
Assistant;36000;yr;2014;39000;yr;P;2017;;female;N;N
Coordinator;50000;yr;2010;64000;yr;P;2019;10;male;white;BA
Artist;33000;yr;1987;50000;yr;P;1996;9;male;white;BA
Manager;60000;yr;1997;75000;yr;P;2000;13;male;white;BA
Assistant Curator;15;hr;2018;15;hr;H;2019;3;female;N;N
Director;150000;yr;2014;150000;yr;P;2016;10;n/a;N;MA
Relations;52000;yr;2017;57000;yr;P;2019;3;female;white;BA
Assistant Curator;50000;yr;N;50000;yr;P;2019;;female;asian;N
Assistant Curator;48000;yr;2015;62500;yr;P;2019;8;female;white;MA
Assistant Curator;48000;yr;2015;62500;yr;P;2019;8;female;white;MA
Curator;40000;yr;2009;45000;yr;P;2012;;female;white;MA required PhD preferred
Education;0;yr;2012;400;yr;C;2019;10;female;white;BA
Manager;55000;yr;N;80000;yr;P;2019;;male;N;N
Education;8,5;hr;2019;8,5;hr;H;2019;n/a;female;N;MA
Visitor Experience;7,25;hr;2016;8,5;hr;H;2017;2;female;white;BA
Relations;15;hr;2017;15,37;hr;H,P;2019;;n/a;latino;BA
Assistant;14;hr;2017;;N;H,C;2017;;n/a;N;N
Registrar;32000;yr;N;30000;yr;H;2018;;female;N;N
Archivist;40000;yr;2016;41206;yr;P;2019;4;female;white;MA
Assistant Curator;40000;yr;2001;65500;yr;P;2019;34;female;white;MA required PhD preferred
Intern;0;yr;2014;0;yr;H;2014;1;female;white;N
Relations;31000;yr;2002;45100;yr;P;2012;17;female;white;BA
Art Handler;23;hr;2019;23;hr;H;2019;1;male;white;MA
Assistant;43000;yr;2019;43000;yr;H;n/a;0;male;latino;BA
Manager;34000;yr;2013;90000;yr;P;2019;;female;N;N
Director;48000;yr;2018;48000;yr;P;2019;;female;white;N
Manager;42000;yr;N;42000;yr;P;2017;;female;latino;N
Assistant;40000;yr;2015;40000;yr;P;2017;;female;latino;N
Manager;30000;yr;2018;30000;yr;P;2019;;female;white;N
Assistant Curator;65000;yr;N;80000;yr;P;2019;;female;white;N
Assistant Director;63000;yr;N;63000;yr;P;2019;;female;white;N
Manager;45000;yr;N;51700;yr;P;2018;;female;white;N
Assistant Curator;36000;yr;N;40000;yr;H;2017;;n/a;N;N
Assistant Curator;35000;yr;N;40000;yr;H;2019;;n/a;N;N
Art Handler;37000;yr;N;37000;yr;H,P;2019;;male;white;N
Coordinator;33681;yr;N;36100;yr;P;2014;;female;white;N
Assistant;34580;yr;N;34580;yr;C;2016;;female;white;N
Assistant;31000;yr;2014;34000;yr;H,P;2017;;female;N;N
Assistant;33670;yr;N;33670;yr;C;2019;;female;white;N
Coordinator;29000;yr;N;29000;yr;P;2013;;female;N;N
Librarian;22750;yr;2015;27000;yr;H,P;2019;7;female;white;N
other;;;N;18;hr;H;2019;3;female;N;N
Designer;34500;yr;2010;50870;yr;P;2019;9;female;N;BA
Registrar;14;hr;2019;14;hr;H,C;2019;1;other;white;N
Coordinator;17,6;hr;2015;18,18;hr;H;2019;4;female;white;BA
Assistant Director;47000;yr;2015;48000;yr;P;2019;8;n/a;N;N
Librarian;9;hr;1990;20;hr;H,P;2019;29;female;white;No degree
other;;;2019;N;yr;P;2019;20;n/a;N;N
Conservator;47500;yr;2017;48687;yr;C;2019;5;n/a;N;MA
Assistant Curator;40000;yr;N;60000;yr;P;2019;10;n/a;N;MA
Assistant Director;51000;yr;2018;51000;yr;P;2019;;female;white;N
Assistant;40000;yr;2018;40000;yr;C;;7;female;N;MA
Assistant;40000;yr;2018;40000;yr;P;2019;;female;white;MA
Technical;36000;yr;2018;36000;yr;P;2019;6;male;latino;BA
Technical;17,54;hr;2018;17,54;hr;H;2019;2;other;white;BA
Librarian;;;1979;;N;P;1983;4;female;N;BA
Coordinator;20;hr;2014;22;hr;H;2019;6;n/a;N;BA
Communications;16;hr;2018;16;hr;H Full Time;2019;;n/a;N;N
Manager;42700;yr;N;42700;yr;P;2019;;female;N;N
Technical;;;N;;N;n/a;;;n/a;N;N
Assistant;;;N;;N;H;;5;female;latino;N
Editor;35000;yr;2018;35000;yr;P;2019;3;female;white;BA
Art Handler;36000;yr;N;42000;yr;H;2019;4;male;white;No degree
Manager;42000;yr;2017;48000;yr;H,P;2019;4;female;white;No degree
Editorial;70000;yr;N;;N;P;;9;female;white;N
Communications;35;hr;2015;35;hr;H;2016;;n/a;N;N
Editorial;38000;yr;2014;44000;yr;P;2018;4;female;N;None required MA preferred
Writer;6;hr;2013;6;hr;Freelance;2019;10;female;white;MA
other;10000;yr;2007;1000000;yr;P;2019;10;other;white;No degree
Assistant;28;hr;2018;28;hr;H;2019;3;female;N;N
Assistant;18;hr;2006;50;hr;H,P;2019;12;female;mixed;No degree
Manager;45000;yr;2016;60000;yr;P;2019;5;female;white;N
Archivist;65000;yr;2017;65000;yr;P;2018;5;female;white;MLIS
Manager;50000;yr;2018;50000;yr;P;2019;10;female;white;MA
Assistant;20;hr;2017;20;hr;H;2017;8;female;white;N
Assistant;16,33;hr;2016;16,33;hr;H;2017;1;n/a;N;BA
Artist;;;N;0;yr;P;;15;female;white;N
Assistant;20;hr;2014;18;hr;H;2019;14;female;white;MA
Assistant;20;hr;N;35;hr;H,P;2019;;female;asian;N
Archivist;30;hr;N;35;hr;H;2018;;n/a;N;N
Admin;60000;yr;N;63600;yr;P;2019;;female;mixed;N
Editor;5000;yr;N;5000;yr;C Part Time;2010;;n/a;N;N
Manager;12;hr;N;30;hr;H;2018;7;female;white;N
other;40000;yr;2019;40000;yr;H;2019;2;female;latino;MA
Manager;28000;yr;2016;30000;yr;H;2019;5;male;white/latino;BA
Manager;36000;yr;2018;40000;yr;H;;4;female;N;N
Director;38000;yr;N;42500;yr;P;2019;10;male;white/latino;BA
Visitor Experience;48000;yr;2016;58000;yr;P;2019;4;female;white;BA
other;;;N;39520;yr;H,P;2019;;n/a;N;No degree
Assistant Curator;10;hr;2012;10;hr;H,C;;;n/a;N;N
Assistant;34500;yr;2014;36000;yr;H;2014;1;n/a;N;BA
other;57000;yr;2015;63000;yr;P;2017;10;n/a;N;N
Art Handler;15;hr;2017;20;hr;H;2019;10;female;latino;BA
Coordinator;32000;yr;N;32000;yr;P;2019;;n/a;N;N
Art Handler;15;hr;2017;19 per hour;yr;H;2019;3;n/a;N;BA
Relations;12;hr;N;12;hr;H;2019;1;female;white;MA
Research;50000;yr;2019;60000;yr;P;2019;2;female;white;N
Assistant;18000;yr;N;;N;C;2019;5;male;N;BA required MA preferred
Assistant Curator;18;hr;2019;18;hr;H,C Full Time;2019;7;female;white;BA
Assistant Curator;40000;yr;N;;N;n/a;;;n/a;N;BA
Conservator;33000;yr;2012;37000;yr;P;2019;7;male;white;N
Relations;45000;yr;2016;;N;P;2017;3;female;white;N
Technical;45000;yr;2011;46500;yr;P;2017;15;n/a;N;N
Assistant Curator;;;N;44000;yr;C;2017;20;female;white;MA
Security;11,68;yr;2007;14,33;hr;H,P;2019;14;n/a;N;N
Assistant;10;hr;2017;10;hr;H;2017;;female;white;N
Coordinator;42640;yr;2019;42640;yr;H;2019;3;female;poc;BA required MA preferred
Visitor Experience;10;hr;2017;10;hr;n/a;2019;2;male;white;BA
Coordinator;45000;yr;2018;45000;yr;P;2019;3;female;white;BA required MA preferred
Manager;47000;yr;2017;48500;yr;P;2019;8;female;white;BA required MA preferred
other;71000;yr;2019;;N;P;2019;2;female;N;MLIS
Manager;27,7;hr;2019;28,8;hr;H,P;2019;5;female;white;BA
Sales;65000;yr;2018;65000;yr;P;2019;6;n/a;N;BA
Manager;15;hr;2016;15;hr;H;2019;4;n/a;N;MA
Director;52500;yr;2017;61050;yr;P;2019;3;male;white;MA
Visitor Experience;25000;yr;2015;32960;yr;P;2019;20;male;white;BA
Coordinator;15,3;hr;2015;15,3;hr;H;2018;3;n/a;N;N
Assistant;18,25;hr;2017;18,25;hr;H;2019;;n/a;N;N
Education;35000;yr;2017;35700;yr;P;2019;3;female;white;PhD
Curator;28000;yr;2018;28000;yr;P;2019;1;female;white;No degree
Editor;35000;yr;2010;41500;yr;P;2013;3;female;white;BA
Editorial;39885;yr;2016;40000;yr;H;2019;4;n/a;N;N
Manager;50000;yr;2018;50000;yr;P;2019;4;female;white;MA
Designer;41100;yr;2016;51600;yr;P;2019;;male;white;BA
Curator;;;N;82737;yr;n/a;2019;22;n/a;N;PhD
Conservator;;;N;72000;yr;P;2019;20;female;white;MA
Photographer;28500;yr;1999;49500;yr;C;2019;36;male;white;N
Photographer;28500;yr;1999;49500;yr;C;2019;36;male;white;N
Curator;83500;yr;N;83500;yr;P;2019;;female;N;N
Curator;65000;yr;N;83000;yr;n/a;2018;;female;N;N
Curator;46000;yr;N;52000;yr;H;2019;10;female;white;N
Assistant Curator;49000;yr;N;50000;yr;C;2019;;female;white;N
Coordinator;37000;yr;N;39100;yr;P;2019;5;female;white;BA required MA preferred
Manager;38000;yr;N;41000;yr;P;2013;12;female;white;BA
Education;18,15;hr;2019;;N;H;;;n/a;N;N
Assistant Curator;44000;yr;2016;47614;yr;n/a;2019;3;female;white;BA
Curator;29000;yr;2014;50000;yr;n/a;2017;10;female;white;MA
Teacher;13;hr;2018;13;hr;H;2019;2;female;latino;BA
Visitor Experience;10;hr;N;;N;H;;1;female;white;HS
Visitor Experience;10;hr;2019;10;hr;H;2019;4;female;white;BA
Assistant Curator;33000;yr;N;50000;yr;P;2019;;female;N;N
Assistant;48000;yr;N;50000;yr;P;2018;;female;latino;N
Assistant;15;hr;2014;15;hr;H;2015;2;female;N;BA
Education;20000;yr;2019;20000;yr;H;2019;7;female;white;MA
Manager;42000;yr;2017;42000;yr;n/a;2019;4;female;white;MA
Education;;;N;50;hr;H;2019;;male;latino;N
Art Handler;25;hr;N;25;hr;n/a;;;n/a;N;N
Art Handler;16,94;hr;N;20,33;hr;H,P;2019;5;female;poc;HS
Assistant Curator;17;hr;2001;18;hr;H;2011;;female;white;MA
Manager;50000;yr;2017;52000;yr;P;2019;;female;white;N
Coordinator;48000;yr;2015;52000;yr;n/a;2018;;female;white;N
Assistant Curator;47800;yr;N;52000;yr;H,P;2019;;female;white;N
Assistant Curator;;;2008;52000;yr;P;2019;;n/a;N;N
Assistant Curator;45000;yr;2017;50000;yr;P;2019;;female;poc;N
Coordinator;44153;yr;N;46054;yr;H,P;2019;6;female;white;MA
Assistant Curator;33000;yr;2012;45000;yr;P;2019;;female;white;N
Assistant Curator;44000;yr;N;44000;yr;P;2017;;female;N;N
Assistant Curator;42000;yr;2015;44000;yr;P;2018;;male;N;N
Assistant Manager;36000;yr;2017;40000;yr;P;2019;;female;white;N
Assistant;35000;yr;N;40000;yr;P;2019;;female;N;N
Assistant Curator;36000;yr;2014;38000;yr;P;2019;;female;white;N
Assistant;33000;yr;2010;33000;yr;P;2012;;female;white;N
Intern;0;yr;N;0;yr;n/a;;;n/a;N;N
Assistant Curator;40000;yr;2019;40000;yr;P;2019;;male;N;N
other;22000;yr;2018;22000;yr;C;2019;2;male;white;BA
Designer;40000;yr;2019;40000;yr;n/a;2019;2;female;poc;N
Designer;50000;yr;2018;50000;yr;P;2019;4;female;poc;N
Assistant Curator;42000;yr;2011;45000;yr;P;2016;6;female;white;MA
Assistant;30780;yr;2013;35000;yr;P;2018;7;female;white;BA required MA preferred
Manager;34000;yr;2015;47247;yr;H Full Time;2019;4;male;white/latino;N
Manager;51000;yr;2018;51000;yr;n/a;2019;2;female;N;BA required MA preferred
Assistant Curator;35000;yr;2017;43000;yr;P;2019;4;female;white;BA
Archivist;24;hr;2016;51,5;hr;H,P;2019;10;female;white;MA
Archivist;43000;yr;2015;43000;yr;P;2018;10;female;white;MA
Archivist;47000;yr;2018;47000;yr;P;2018;10;female;N;MA
Archivist;18;hr;2015;18;hr;H;2015;7;female;N;MLIS
Assistant Curator;33671;yr;N;40000;yr;n/a;2019;6;n/a;N;BA required MA preferred
Coordinator;10;hr;2015;30;hr;n/a;2019;1;n/a;N;N
Manager;58000;yr;2017;61200;yr;P;2019;15;female;mixed;MA
Designer;53000;yr;2019;;N;P;2019;4;female;white;N
Intern;0;yr;2013;0;yr;n/a;2013;2;female;white;BA
Curator;32000;yr;2015;55000;yr;n/a;2019;5;n/a;N;MA
Assistant Registrar;17,79;hr;N;18,63;hr;H,P;2019;2;female;white;BA required MA preferred
Coordinator;11,8;hr;2018;;N;H,C;2018;2;male;white;N
Manager;50000;yr;2019;;N;H Full Time;;10;male;asian;BA required MA preferred
Coordinator;34000;yr;2016;40200;yr;H;2019;8;female;white;BA
Assistant;;;N;N;yr;H;;5;other;latino;No degree
Curator;45000;yr;2013;60000;yr;P;2019;11;male;white;BA
Director;105000;yr;2018;105000;yr;P;2019;16;female;white;N
